UtteranceDataType,utterance,intent,agent_id,background_skill_id
GOLDEN_SET,what's on the breakfast menu,MenuInfoIntent,,
GOLDEN_SET,what's on the dinner menu,MenuInfoIntent,,
GOLDEN_SET,what's on the lunch menu,MenuInfoIntent,,
GOLDEN_SET,what's on the menu for breakfast,MenuInfoIntent,,
GOLDEN_SET,what's on the menu for dinner,MenuInfoIntent,,
GOLDEN_SET,what's on the menu for lunch,MenuInfoIntent,,
GOLDEN_SET,help get me up,MobilityIntent,,
GOLDEN_SET,help get out of bed,MobilityIntent,,
GOLDEN_SET,help get out of my bed,MobilityIntent,,
GOLDEN_SET,help get up,MobilityIntent,,
GOLDEN_SET,help getting out of bed,MobilityIntent,,
GOLDEN_SET,help getting out of my bed,MobilityIntent,,
GOLDEN_SET,help getting up,MobilityIntent,,
GOLDEN_SET,help leave bed,MobilityIntent,,
GOLDEN_SET,help me get out of bed,MobilityIntent,,
GOLDEN_SET,help me get out of my bed,MobilityIntent,,
GOLDEN_SET,help me get up,MobilityIntent,,
GOLDEN_SET,help me getting out of bed,MobilityIntent,,
GOLDEN_SET,help me getting out of my bed,MobilityIntent,,
GOLDEN_SET,help me getting up,MobilityIntent,,
GOLDEN_SET,help me leave bed,MobilityIntent,,
GOLDEN_SET,help me leaving bed,MobilityIntent,,
GOLDEN_SET,help me leaving my bed,MobilityIntent,,
GOLDEN_SET,help me out of bed,MobilityIntent,,
GOLDEN_SET,help me out of my bed,MobilityIntent,,
GOLDEN_SET,help out of bed,MobilityIntent,,
GOLDEN_SET,help out of my bed,MobilityIntent,,
GOLDEN_SET,i am in bed,MobilityIntent,,
GOLDEN_SET,i can't get into my wheelchair,MobilityIntent,,
GOLDEN_SET,i can't get up,MobilityIntent,,
GOLDEN_SET,i need help get up,MobilityIntent,,
GOLDEN_SET,i need help getting out of bed,MobilityIntent,,
GOLDEN_SET,i need help getting out of my bed,MobilityIntent,,
GOLDEN_SET,i need help getting up,MobilityIntent,,
GOLDEN_SET,i need help leaving bed,MobilityIntent,,
GOLDEN_SET,i need help leaving my bed,MobilityIntent,,
GOLDEN_SET,i need help out of bed,MobilityIntent,,
GOLDEN_SET,i need help out of my bed,MobilityIntent,,
GOLDEN_SET,i need help reposition,MobilityIntent,,
GOLDEN_SET,i need help repositioning,MobilityIntent,,
GOLDEN_SET,i need to get up,MobilityIntent,,
GOLDEN_SET,i need to stand up,MobilityIntent,,
GOLDEN_SET,i want to get out of bed,MobilityIntent,,
GOLDEN_SET,i want to get out of my bed,MobilityIntent,,
GOLDEN_SET,i want to get up,MobilityIntent,,
GOLDEN_SET,i want to go back to bed,MobilityIntent,,
GOLDEN_SET,i want to leave bed,MobilityIntent,,
GOLDEN_SET,i want to leaving bed,MobilityIntent,,
GOLDEN_SET,i want to out of bed,MobilityIntent,,
GOLDEN_SET,i want to out of my bed,MobilityIntent,,
GOLDEN_SET,i want to stand up,MobilityIntent,,
GOLDEN_SET,i'd like to get up,MobilityIntent,,
GOLDEN_SET,i'd like to stand up,MobilityIntent,,
GOLDEN_SET,i'm back in my room,MobilityIntent,,
GOLDEN_SET,it's time to stand up,MobilityIntent,,
GOLDEN_SET,please help me to stand up,MobilityIntent,,
GOLDEN_SET,a pain,PainIntent,,
GOLDEN_SET,am in pain,PainIntent,,
GOLDEN_SET,am pain,PainIntent,,
GOLDEN_SET,and a pain,PainIntent,,
GOLDEN_SET,and in pain,PainIntent,,
GOLDEN_SET,and pain,PainIntent,,
GOLDEN_SET,anything for pain,PainIntent,,
GOLDEN_SET,are you in pain,PainIntent,,
GOLDEN_SET,bad pain,PainIntent,,
GOLDEN_SET,can you tell my nurse i'm in pain,PainIntent,,
GOLDEN_SET,chest hurting,PainIntent,,
GOLDEN_SET,chest hurts,PainIntent,,
GOLDEN_SET,chest pain,PainIntent,,
GOLDEN_SET,evan pain,PainIntent,,
GOLDEN_SET,having pain,PainIntent,,
GOLDEN_SET,i am a pain,PainIntent,,
GOLDEN_SET,i am having pain,PainIntent,,
GOLDEN_SET,i am hurting,PainIntent,,
GOLDEN_SET,i am in paid,PainIntent,,
GOLDEN_SET,i am in pain,PainIntent,,
GOLDEN_SET,i am pain,PainIntent,,
GOLDEN_SET,i even pain,PainIntent,,
GOLDEN_SET,i have a pain,PainIntent,,
GOLDEN_SET,i have a pain in my chest,PainIntent,,
GOLDEN_SET,i have an pain,PainIntent,,
GOLDEN_SET,i have chest pain,PainIntent,,
GOLDEN_SET,i have head pain,PainIntent,,
GOLDEN_SET,i have in pain,PainIntent,,
GOLDEN_SET,i have pain,PainIntent,,
GOLDEN_SET,i human pain,PainIntent,,
GOLDEN_SET,i in pain,PainIntent,,
GOLDEN_SET,i make pain,PainIntent,,
GOLDEN_SET,i mean pain,PainIntent,,
GOLDEN_SET,i need i'm in pain,PainIntent,,
GOLDEN_SET,i need my pain,PainIntent,,
GOLDEN_SET,i need pain,PainIntent,,
GOLDEN_SET,i need payment,PainIntent,,
GOLDEN_SET,i need something for pain,PainIntent,,
GOLDEN_SET,i paid,PainIntent,,
GOLDEN_SET,i pain,PainIntent,,
GOLDEN_SET,i want something for pain,PainIntent,,
GOLDEN_SET,i'm a pain,PainIntent,,
GOLDEN_SET,i'm an pain,PainIntent,,
GOLDEN_SET,i'm and pain,PainIntent,,
GOLDEN_SET,i'm feeling pain,PainIntent,,
GOLDEN_SET,i'm gonna pain,PainIntent,,
GOLDEN_SET,i'm having a pain,PainIntent,,
GOLDEN_SET,i'm having pain,PainIntent,,
GOLDEN_SET,i'm heavy pain,PainIntent,,
GOLDEN_SET,i'm hurting,PainIntent,,
GOLDEN_SET,i'm hurting a lot,PainIntent,,
GOLDEN_SET,i'm in a lot of pain,PainIntent,,
GOLDEN_SET,i'm in pain,PainIntent,,
GOLDEN_SET,i'm in pain again,PainIntent,,
GOLDEN_SET,i'm not in pain,PainIntent,,
GOLDEN_SET,i'm pain,PainIntent,,
GOLDEN_SET,i'm still in pain,PainIntent,,
GOLDEN_SET,i'm to pain,PainIntent,,
GOLDEN_SET,i'm your pain,PainIntent,,
GOLDEN_SET,in pain,PainIntent,,
GOLDEN_SET,it hurts a lot,PainIntent,,
GOLDEN_SET,i've been paid,PainIntent,,
GOLDEN_SET,i've been pain,PainIntent,,
GOLDEN_SET,my back hurts,PainIntent,,
GOLDEN_SET,my chest hurts,PainIntent,,
GOLDEN_SET,my foot hurts,PainIntent,,
GOLDEN_SET,my head hurts,PainIntent,,
GOLDEN_SET,my hip hurts,PainIntent,,
GOLDEN_SET,my leg hurts,PainIntent,,
GOLDEN_SET,my neck hurts,PainIntent,,
GOLDEN_SET,my pain,PainIntent,,
GOLDEN_SET,my stomach hurts,PainIntent,,
GOLDEN_SET,on a pain,PainIntent,,
GOLDEN_SET,on and pain,PainIntent,,
GOLDEN_SET,on in pain,PainIntent,,
GOLDEN_SET,on my pain,PainIntent,,
GOLDEN_SET,on pain,PainIntent,,
GOLDEN_SET,on the pain,PainIntent,,
GOLDEN_SET,on then pain,PainIntent,,
GOLDEN_SET,pain,PainIntent,,
GOLDEN_SET,payment pain,PainIntent,,
GOLDEN_SET,please tell my nurse i'm in pain,PainIntent,,
GOLDEN_SET,simon pain,PainIntent,,
GOLDEN_SET,tell my nurse that i am in pain,PainIntent,,
GOLDEN_SET,tell the nurse i am a pain,PainIntent,,
GOLDEN_SET,tell the nurse i am in pain,PainIntent,,
GOLDEN_SET,tell the nurse i'm in pain,PainIntent,,
GOLDEN_SET,today i'm in pain,PainIntent,,
GOLDEN_SET,can i see her,TalkIntent,,
GOLDEN_SET,can i see her now,TalkIntent,,
GOLDEN_SET,can i see him,TalkIntent,,
GOLDEN_SET,can i see him now,TalkIntent,,
GOLDEN_SET,can i see my doctor,TalkIntent,,
GOLDEN_SET,can i see my doctor now,TalkIntent,,
GOLDEN_SET,can i see my nurse,TalkIntent,,
GOLDEN_SET,can i see my nurse now,TalkIntent,,
GOLDEN_SET,can i see nurse,TalkIntent,,
GOLDEN_SET,can i see nurse now,TalkIntent,,
GOLDEN_SET,can i see the doctor,TalkIntent,,
GOLDEN_SET,can i see the doctor now,TalkIntent,,
GOLDEN_SET,can i see the nurse,TalkIntent,,
GOLDEN_SET,can i see the nurse now,TalkIntent,,
GOLDEN_SET,come here,TalkIntent,,
GOLDEN_SET,come in here,TalkIntent,,
GOLDEN_SET,come in my room,TalkIntent,,
GOLDEN_SET,come in the room,TalkIntent,,
GOLDEN_SET,come into the room,TalkIntent,,
GOLDEN_SET,come see me,TalkIntent,,
GOLDEN_SET,come to my room,TalkIntent,,
GOLDEN_SET,come to room,TalkIntent,,
GOLDEN_SET,come to the room,TalkIntent,,
GOLDEN_SET,i have a question,TalkIntent,,
GOLDEN_SET,i need a nurse,TalkIntent,,
GOLDEN_SET,i need her,TalkIntent,,
GOLDEN_SET,i need him,TalkIntent,,
GOLDEN_SET,i need maintenance,TalkIntent,,
GOLDEN_SET,i need my nurse,TalkIntent,,
GOLDEN_SET,i need the nurse,TalkIntent,,
GOLDEN_SET,i need them,TalkIntent,,
GOLDEN_SET,i need to see her,TalkIntent,,
GOLDEN_SET,i need to see him,TalkIntent,,
GOLDEN_SET,i need to speak with her,TalkIntent,,
GOLDEN_SET,i need to talk to her,TalkIntent,,
GOLDEN_SET,i need to talk to him,TalkIntent,,
GOLDEN_SET,i need to talk to the nurse,TalkIntent,,
GOLDEN_SET,i want to talk to her,TalkIntent,,
GOLDEN_SET,i'd like to see her,TalkIntent,,
GOLDEN_SET,i'd like to see him,TalkIntent,,
GOLDEN_SET,i'd like to talk to her,TalkIntent,,
GOLDEN_SET,i'd like to talk to him,TalkIntent,,
GOLDEN_SET,my nurse,TalkIntent,,
GOLDEN_SET,nurse,TalkIntent,,
GOLDEN_SET,tell the nurse,TalkIntent,,
GOLDEN_SET,bathroom,ToiletingIntent,,
GOLDEN_SET,bedpan,ToiletingIntent,,
GOLDEN_SET,can i go to the bathroom,ToiletingIntent,,
GOLDEN_SET,can i go to the toilet,ToiletingIntent,,
GOLDEN_SET,go to the bathroom,ToiletingIntent,,
GOLDEN_SET,have to use the bathroom,ToiletingIntent,,
GOLDEN_SET,help to the bathroom,ToiletingIntent,,
GOLDEN_SET,help to the restroom,ToiletingIntent,,
GOLDEN_SET,i am ready to go to the bathroom,ToiletingIntent,,
GOLDEN_SET,i have to go to the bathroom,ToiletingIntent,,
GOLDEN_SET,i have to go to the restroom,ToiletingIntent,,
GOLDEN_SET,i have to pee,ToiletingIntent,,
GOLDEN_SET,i have to use the bathroom,ToiletingIntent,,
GOLDEN_SET,i have to use the restroom,ToiletingIntent,,
GOLDEN_SET,i need a bed pan,ToiletingIntent,,
GOLDEN_SET,i need a bedpan,ToiletingIntent,,
GOLDEN_SET,i need a hand going to the bathroom,ToiletingIntent,,
GOLDEN_SET,i need help going to the bathroom,ToiletingIntent,,
GOLDEN_SET,i need help to the bathroom,ToiletingIntent,,
GOLDEN_SET,i need help to the restroom,ToiletingIntent,,
GOLDEN_SET,i need help with bathroom,ToiletingIntent,,
GOLDEN_SET,i need the bathroom,ToiletingIntent,,
GOLDEN_SET,i need to go to bathroom,ToiletingIntent,,
GOLDEN_SET,i need to go to the bathroom,ToiletingIntent,,
GOLDEN_SET,i need to go to the restroom,ToiletingIntent,,
GOLDEN_SET,i need to pee,ToiletingIntent,,
GOLDEN_SET,i need to poop,ToiletingIntent,,
GOLDEN_SET,i need to urinate,ToiletingIntent,,
GOLDEN_SET,i need to use the bathroom,ToiletingIntent,,
GOLDEN_SET,i need to use the restroom,ToiletingIntent,,
GOLDEN_SET,i need to use the toilet,ToiletingIntent,,
GOLDEN_SET,i wanna go to the bathroom,ToiletingIntent,,
GOLDEN_SET,i want to go to the bathroom,ToiletingIntent,,
GOLDEN_SET,i would like to go to the bathroom,ToiletingIntent,,
GOLDEN_SET,i'd like to go to the bathroom,ToiletingIntent,,
GOLDEN_SET,i'm going to the bathroom,ToiletingIntent,,
GOLDEN_SET,i'm going to the restroom,ToiletingIntent,,
GOLDEN_SET,please bring me a bed pan,ToiletingIntent,,
GOLDEN_SET,please bring me a bedpan,ToiletingIntent,,
GOLDEN_SET,poop,ToiletingIntent,,
GOLDEN_SET,restroom,ToiletingIntent,,
GOLDEN_SET,the bathroom,ToiletingIntent,,
GOLDEN_SET,toilet,ToiletingIntent,,
GOLDEN_SET,help me,HelpGeneralIntent,,
GOLDEN_SET,please help,HelpGeneralIntent,,
GOLDEN_SET,please help me,HelpGeneralIntent,,
GOLDEN_SET,start my day,StartMyDayIntent,,
